Id,t[ms],x[um],y[um],z[um],fx[nN],fy[nN],fz[nN]
6001,0.000000,-0.330594,87.991361,-1.227608,0.000000,0.000000,0.000000
6001,20.000000,0.854008,87.990877,-1.227566,0.042523,-0.000052,0.004178
6001,40.000000,1.591501,87.989607,-1.227569,0.032458,-0.000072,0.003873
6001,60.010000,2.177313,87.988061,-1.227572,0.026455,-0.000081,0.003510
6001,80.000000,2.660424,87.986427,-1.227575,0.022094,-0.000082,0.003280
6001,100.000000,3.067924,87.984797,-1.227576,0.018811,-0.000081,0.003169
6001,120.000000,3.418082,87.983213,-1.227576,0.016319,-0.000078,0.003134
6001,140.000000,3.724564,87.981687,-1.227576,0.014413,-0.000075,0.003136
6001,160.010000,3.997543,87.980218,-1.227576,0.012933,-0.000072,0.003149
6001,180.010000,4.238666,87.978798,-1.227606,0.010490,-0.000066,0.000158
6001,200.010000,4.431380,87.977590,-1.227642,0.009087,-0.000057,-0.003481
6001,220.010000,4.606831,87.976468,-1.227657,0.008506,-0.000055,-0.004991
6001,240.010000,4.769619,87.975392,-1.227644,0.007333,-0.000049,-0.003635
6001,260.010000,4.908056,87.974451,-1.227614,0.006680,-0.000046,-0.000665
6001,280.010000,5.039051,87.973541,-1.227601,0.006438,-0.000045,0.000663
6001,300.010000,5.165973,87.972638,-1.227594,0.006259,-0.000045,0.001313
6001,320.010000,5.289504,87.971739,-1.227591,0.006096,-0.000045,0.001624
6001,340.010000,5.409876,87.970842,-1.227590,0.005942,-0.000045,0.001753
6001,360.010000,5.527216,87.969949,-1.227590,0.005793,-0.000045,0.001782
6001,380.010000,5.641637,87.969060,-1.227590,0.005650,-0.000044,0.001752
6001,400.010000,5.753257,87.968176,-1.227591,0.005513,-0.000044,0.001688
6001,420.010000,5.862204,87.967295,-1.227592,0.005383,-0.000044,0.001604
6001,440.010000,5.968607,87.966420,-1.227592,0.005259,-0.000044,0.001508
6001,460.010000,6.072596,87.965549,-1.227594,0.005141,-0.000043,0.001406
6001,480.010000,6.174297,87.964683,-1.227595,0.005030,-0.000043,0.001301
6001,500.010000,6.273833,87.963821,-1.227596,0.004925,-0.000043,0.001196
6001,520.010000,6.371317,87.962963,-1.227597,0.004825,-0.000043,0.001092
6001,540.010000,6.466859,87.962110,-1.227598,0.004730,-0.000043,0.000990
6001,560.010000,6.560560,87.961261,-1.227599,0.004641,-0.000042,0.000892
6001,580.010000,6.652515,87.960415,-1.227600,0.004556,-0.000042,0.000797
6001,600.010000,6.742814,87.959574,-1.227601,0.004475,-0.000042,0.000707
6001,620.010000,6.831538,87.958736,-1.227601,0.004398,-0.000042,0.000621
6001,640.010000,6.918764,87.957902,-1.227602,0.004325,-0.000042,0.000540
6001,660.010000,7.004565,87.957070,-1.227603,0.004256,-0.000041,0.000463
6001,680.010000,7.089007,87.956242,-1.227604,0.004189,-0.000041,0.000392
6001,700.010000,7.172152,87.955417,-1.227604,0.004126,-0.000041,0.000324
6001,720.010000,7.254058,87.954595,-1.227605,0.004065,-0.000041,0.000262
6001,740.010000,7.334779,87.953776,-1.227606,0.004007,-0.000041,0.000204
6001,760.010000,7.414367,87.952959,-1.227606,0.003952,-0.000041,0.000151
6001,780.010000,7.492868,87.952145,-1.227607,0.003899,-0.000041,0.000102
6001,800.010000,7.570328,87.951333,-1.227607,0.003848,-0.000041,0.000057
6001,820.010000,7.646786,87.950524,-1.227607,0.003799,-0.000040,0.000015
6001,840.010000,7.705807,87.949941,-1.227590,0.002347,-0.000023,0.001750
6001,860.010000,7.757955,87.949399,-1.227585,0.002787,-0.000030,0.002307
6001,880.010000,7.815709,87.948780,-1.227582,0.002966,-0.000032,0.002560
6001,900.010000,7.875992,87.948124,-1.227580,0.003053,-0.000033,0.002716
6001,920.010000,7.937534,87.947448,-1.227579,0.003096,-0.000034,0.002829
6001,940.010000,7.999697,87.946760,-1.227578,0.003117,-0.000035,0.002917
6001,960.010000,8.062128,87.946062,-1.227578,0.003124,-0.000035,0.002990
6001,980.010000,8.124617,87.945358,-1.227577,0.003124,-0.000035,0.003052
6001,1000.010000,8.187037,87.944649,-1.227577,0.003118,-0.000036,0.003106
6001,1020.010000,8.249301,87.943936,-1.227576,0.003108,-0.000036,0.003154
6001,1040.010000,8.311357,87.943221,-1.227576,0.003097,-0.000036,0.003198
6001,1060.010000,8.373163,87.942503,-1.227575,0.003084,-0.000036,0.003239
6001,1080.010000,8.434689,87.941782,-1.227575,0.003069,-0.000036,0.003277
6001,1100.010000,8.495917,87.941060,-1.227574,0.003054,-0.000036,0.003313
6001,1120.010000,8.556831,87.940337,-1.227574,0.003038,-0.000036,0.003348
6001,1140.010000,8.617423,87.939612,-1.227574,0.003021,-0.000036,0.003382
6001,1160.010000,8.677685,87.938886,-1.227573,0.003005,-0.000036,0.003414
6001,1180.010000,8.737614,87.938158,-1.227573,0.002988,-0.000036,0.003446
6001,1200.010000,8.797209,87.937430,-1.227573,0.002971,-0.000036,0.003477
6001,1220.010000,8.856468,87.936701,-1.227573,0.002955,-0.000036,0.003508
6001,1240.010000,8.915393,87.935972,-1.227572,0.002938,-0.000037,0.003537
6001,1260.010000,8.973985,87.935241,-1.227572,0.002921,-0.000037,0.003567
6001,1280.010000,9.032246,87.934510,-1.227572,0.002905,-0.000037,0.003596
6001,1300.010000,9.090180,87.933779,-1.227571,0.002889,-0.000037,0.003624
6001,1320.010000,9.147789,87.933047,-1.227571,0.002872,-0.000037,0.003652
6001,1340.010000,9.205079,87.932314,-1.227571,0.002857,-0.000037,0.003679
6001,1360.010000,9.262051,87.931581,-1.227571,0.002841,-0.000037,0.003707
6001,1380.010000,9.318712,87.930847,-1.227570,0.002825,-0.000037,0.003733
6001,1400.010000,9.375065,87.930113,-1.227570,0.002810,-0.000037,0.003759
6001,1420.010000,9.431115,87.929378,-1.227570,0.002795,-0.000037,0.003785
6001,1440.010000,9.486866,87.928643,-1.227569,0.002780,-0.000037,0.003810
6001,1460.010000,9.542323,87.927907,-1.227569,0.002766,-0.000037,0.003835
6001,1480.010000,9.595810,87.927190,-1.227585,0.002441,-0.000033,0.002292
6001,1500.010000,9.645654,87.926521,-1.227596,0.002519,-0.000034,0.001196
6001,1520.010000,9.696297,87.925838,-1.227600,0.002543,-0.000034,0.000731
6001,1540.010000,9.747289,87.925148,-1.227602,0.002554,-0.000035,0.000540
6001,1560.010000,9.798395,87.924453,-1.227603,0.002555,-0.000035,0.000459
6001,1580.010000,9.849462,87.923755,-1.227603,0.002551,-0.000035,0.000426
6001,1600.010000,9.900404,87.923055,-1.227603,0.002543,-0.000035,0.000416
6001,1620.010000,9.951173,87.922354,-1.227603,0.002534,-0.000035,0.000417
6001,1640.010000,10.001740,87.921652,-1.227603,0.002523,-0.000035,0.000425
6001,1660.010000,10.052089,87.920949,-1.227603,0.002512,-0.000035,0.000435
6001,1680.010000,10.102212,87.920246,-1.227603,0.002500,-0.000035,0.000448
6001,1700.010000,10.152104,87.919543,-1.227603,0.002489,-0.000035,0.000463
6001,1720.010000,10.201762,87.918840,-1.227603,0.002477,-0.000035,0.000478
6001,1740.010000,10.251187,87.918136,-1.227603,0.002465,-0.000035,0.000494
6001,1760.010000,10.300378,87.917433,-1.227602,0.002454,-0.000035,0.000510
6001,1780.010000,10.349338,87.916729,-1.227602,0.002442,-0.000035,0.000527
6001,1800.010000,10.398068,87.916026,-1.227602,0.002431,-0.000035,0.000544
6001,1820.010000,10.446569,87.915322,-1.227602,0.002419,-0.000035,0.000561
6001,1840.010000,10.494846,87.914619,-1.227602,0.002408,-0.000035,0.000579
6001,1860.010000,10.542899,87.913915,-1.227602,0.002397,-0.000035,0.000597
6001,1880.010000,10.590732,87.913212,-1.227601,0.002386,-0.000035,0.000615
6001,1900.010000,10.638347,87.912508,-1.227601,0.002375,-0.000035,0.000633
6001,1920.010000,10.685747,87.911805,-1.227601,0.002365,-0.000035,0.000651
6001,1940.010000,10.732935,87.911101,-1.227601,0.002354,-0.000035,0.000669
6001,1960.010000,10.779912,87.910398,-1.227601,0.002344,-0.000035,0.000688
6001,1980.010000,10.826682,87.909694,-1.227601,0.002333,-0.000035,0.000706
6001,2000.010000,10.873246,87.908991,-1.227600,0.002323,-0.000035,0.000724
6001,2020.010000,10.919608,87.908288,-1.227600,0.002313,-0.000035,0.000743
6001,2040.010000,10.965770,87.907585,-1.227600,0.002303,-0.000035,0.000761
6001,2060.010000,11.011734,87.906881,-1.227600,0.002293,-0.000035,0.000780
6001,2080.010000,11.057502,87.906178,-1.227600,0.002284,-0.000035,0.000798
6001,2100.010000,11.103077,87.905475,-1.227599,0.002274,-0.000035,0.000817
6001,2120.010000,11.148461,87.904772,-1.227599,0.002264,-0.000035,0.000835
6001,2140.000000,11.193633,87.904070,-1.227599,0.002255,-0.000035,0.000854
6001,2160.000000,11.238641,87.903367,-1.227599,0.002246,-0.000035,0.000872
6001,2180.000000,11.283464,87.902664,-1.227599,0.002237,-0.000035,0.000890
6001,2200.000000,11.328103,87.901962,-1.227598,0.002227,-0.000035,0.000909
6001,2220.000000,11.372562,87.901259,-1.227598,0.002218,-0.000035,0.000927
6001,2240.000000,11.416841,87.900557,-1.227598,0.002209,-0.000035,0.000945
6001,2260.000000,11.460942,87.899854,-1.227598,0.002201,-0.000035,0.000963
6001,2280.000000,11.504867,87.899152,-1.227598,0.002192,-0.000035,0.000980
6001,2300.000000,11.548618,87.898450,-1.227598,0.002183,-0.000035,0.000998
6001,2320.000000,11.592196,87.897748,-1.227597,0.002175,-0.000035,0.001016
6001,2340.000000,11.635603,87.897046,-1.227597,0.002166,-0.000035,0.001033
6001,2360.000000,11.678840,87.896344,-1.227597,0.002158,-0.000035,0.001050
6001,2380.000000,11.721909,87.895642,-1.227597,0.002149,-0.000035,0.001067
6001,2400.000000,11.764811,87.894941,-1.227597,0.002141,-0.000035,0.001083
6001,2420.000000,11.807547,87.894239,-1.227597,0.002133,-0.000035,0.001100
6001,2440.000000,11.850078,87.893539,-1.227598,0.001744,-0.000025,0.000948
6001,2460.000000,11.884863,87.892972,-1.227603,0.001853,-0.000031,0.000415
6001,2480.000000,11.922732,87.892346,-1.227604,0.001921,-0.000032,0.000363
6001,2500.000000,11.961461,87.891702,-1.227604,0.001948,-0.000032,0.000343
6001,2520.000000,12.000564,87.891051,-1.227604,0.001961,-0.000033,0.000344
6001,2540.000000,12.039846,87.890394,-1.227604,0.001967,-0.000033,0.000359
6001,2560.000000,12.079204,87.889733,-1.227604,0.001969,-0.000033,0.000383
6001,2580.000000,12.118578,87.889070,-1.227603,0.001968,-0.000033,0.000412
6001,2600.000000,12.157927,87.888406,-1.227603,0.001966,-0.000033,0.000446
6001,2620.000000,12.197226,87.887740,-1.227603,0.001963,-0.000033,0.000481
6001,2640.000000,12.236455,87.887073,-1.227602,0.001959,-0.000033,0.000519
6001,2660.000000,12.275601,87.886405,-1.227602,0.001955,-0.000033,0.000557
6001,2680.000000,12.314654,87.885736,-1.227602,0.001950,-0.000033,0.000595
6001,2700.000000,12.353608,87.885068,-1.227601,0.001945,-0.000033,0.000634
6001,2720.000000,12.392457,87.884399,-1.227601,0.001940,-0.000033,0.000673
6001,2740.000000,12.431198,87.883729,-1.227600,0.001934,-0.000033,0.000711
6001,2760.000000,12.469827,87.883060,-1.227600,0.001929,-0.000033,0.000748
6001,2780.000000,12.508342,87.882390,-1.227600,0.001923,-0.000033,0.000785
6001,2800.000000,12.546743,87.881720,-1.227599,0.001917,-0.000033,0.000821
6001,2820.000000,12.585028,87.881051,-1.227599,0.001911,-0.000033,0.000856
6001,2840.000000,12.623197,87.880381,-1.227599,0.001906,-0.000033,0.000890
6001,2860.000000,12.661249,87.879711,-1.227598,0.001900,-0.000033,0.000922
6001,2880.000000,12.699183,87.879042,-1.227598,0.001894,-0.000033,0.000953
6001,2900.000000,12.737001,87.878372,-1.227598,0.001888,-0.000033,0.000983
6001,2920.000000,12.774702,87.877702,-1.227597,0.001882,-0.000033,0.001010
6001,2940.000000,12.812286,87.877033,-1.227597,0.001876,-0.000033,0.001037
6001,2960.000000,12.849755,87.876364,-1.227597,0.001871,-0.000033,0.001060
6001,2980.000000,12.887111,87.875694,-1.227597,0.001865,-0.000033,0.001081
6001,3000.000000,12.924355,87.875025,-1.227597,0.001859,-0.000033,0.001098
6001,3020.000000,12.961490,87.874356,-1.227596,0.001854,-0.000033,0.001113
6001,3040.000000,12.998516,87.873686,-1.227596,0.001849,-0.000033,0.001125
6001,3060.000000,13.035433,87.873017,-1.227596,0.001843,-0.000033,0.001134
6001,3080.000000,13.072244,87.872348,-1.227596,0.001838,-0.000033,0.001141
6001,3100.000000,13.108948,87.871679,-1.227596,0.001833,-0.000033,0.001145
6001,3120.000000,13.145550,87.871010,-1.227596,0.001828,-0.000033,0.001146
6001,3140.000000,13.182049,87.870341,-1.227596,0.001822,-0.000033,0.001145
6001,3160.000000,13.218447,87.869672,-1.227596,0.001817,-0.000033,0.001142
6001,3180.000000,13.254743,87.869002,-1.227596,0.001812,-0.000033,0.001137
6001,3200.000000,13.290939,87.868333,-1.227596,0.001807,-0.000033,0.001129
6001,3220.000000,13.327036,87.867664,-1.227596,0.001802,-0.000033,0.001119
6001,3240.000000,13.363033,87.866995,-1.227596,0.001797,-0.000033,0.001108
6001,3260.000000,13.398933,87.866326,-1.227597,0.001793,-0.000033,0.001095
6001,3280.000000,13.434735,87.865657,-1.227597,0.001788,-0.000033,0.001080
6001,3300.000000,13.470440,87.864988,-1.227597,0.001783,-0.000033,0.001064
6001,3320.000000,13.506050,87.864319,-1.227597,0.001778,-0.000033,0.001047
6001,3340.000000,13.541565,87.863650,-1.227597,0.001773,-0.000033,0.001029
6001,3360.000000,13.576986,87.862981,-1.227597,0.001769,-0.000033,0.001011
6001,3380.000000,13.612314,87.862312,-1.227598,0.001764,-0.000033,0.000992
6001,3400.000000,13.647554,87.861643,-1.227598,0.001760,-0.000033,0.000975
6001,3420.000000,13.682707,87.860974,-1.227598,0.001756,-0.000033,0.000958
6001,3440.000000,13.717776,87.860304,-1.227598,0.001751,-0.000033,0.000943
6001,3460.000000,13.752763,87.859635,-1.227598,0.001747,-0.000033,0.000928
6001,3480.000000,13.787668,87.858965,-1.227598,0.001743,-0.000033,0.000915
6001,3500.000000,13.822495,87.858295,-1.227599,0.001739,-0.000033,0.000904
6001,3520.000000,13.857248,87.857625,-1.227599,0.001736,-0.000034,0.000895
6001,3540.000000,13.891930,87.856955,-1.227599,0.001732,-0.000034,0.000887
6001,3560.000000,13.926543,87.856284,-1.227599,0.001729,-0.000034,0.000881
6001,3580.000000,13.961089,87.855613,-1.227599,0.001726,-0.000034,0.000876
6001,3600.000000,13.995571,87.854942,-1.227599,0.001723,-0.000034,0.000873
6001,3620.000000,14.029991,87.854270,-1.227599,0.001719,-0.000034,0.000871
6001,3640.000000,14.064350,87.853597,-1.227599,0.001716,-0.000034,0.000870
6001,3660.000000,14.098312,87.852932,-1.227599,0.001672,-0.000033,0.000905
6001,3680.000000,14.131634,87.852278,-1.227598,0.001663,-0.000033,0.000941
6001,3700.000000,14.164874,87.851624,-1.227598,0.001662,-0.000033,0.000968
6001,3720.000000,14.198103,87.850968,-1.227598,0.001661,-0.000033,0.000991
6001,3740.000000,14.231317,87.850311,-1.227597,0.001660,-0.000033,0.001012
6001,3760.000000,14.264502,87.849652,-1.227597,0.001658,-0.000033,0.001034
6001,3780.000000,14.297642,87.848993,-1.227597,0.001656,-0.000033,0.001056
6001,3800.000000,14.330728,87.848334,-1.227597,0.001653,-0.000033,0.001079
6001,3820.000000,14.363752,87.847674,-1.227597,0.001650,-0.000033,0.001102
6001,3840.000000,14.396711,87.847014,-1.227596,0.001646,-0.000033,0.001127
6001,3860.000000,14.429601,87.846354,-1.227596,0.001643,-0.000033,0.001152
6001,3880.000000,14.462422,87.845694,-1.227596,0.001639,-0.000033,0.001178
6001,3900.000000,14.495172,87.845034,-1.227596,0.001636,-0.000033,0.001206
6001,3920.000000,14.527853,87.844373,-1.227595,0.001632,-0.000033,0.001233
6001,3940.000000,14.560463,87.843713,-1.227595,0.001629,-0.000033,0.001262
6001,3960.000000,14.593003,87.843052,-1.227595,0.001625,-0.000033,0.001291
6001,3980.000000,14.625475,87.842392,-1.227594,0.001622,-0.000033,0.001321
6001,4000.000000,14.657880,87.841731,-1.227594,0.001619,-0.000033,0.001351
6001,4020.000000,14.690220,87.841070,-1.227594,0.001615,-0.000033,0.001381
6001,4040.000000,14.722497,87.840409,-1.227593,0.001612,-0.000033,0.001411
6001,4060.000000,14.754710,87.839748,-1.227593,0.001609,-0.000033,0.001442
6001,4080.000000,14.786862,87.839086,-1.227593,0.001606,-0.000033,0.001473
6001,4100.000000,14.818953,87.838425,-1.227593,0.001603,-0.000033,0.001503
6001,4120.000000,14.850985,87.837763,-1.227592,0.001600,-0.000033,0.001534
6001,4140.000000,14.882960,87.837101,-1.227592,0.001597,-0.000033,0.001565
6001,4160.000000,14.914877,87.836439,-1.227592,0.001594,-0.000033,0.001595
6001,4180.000000,14.946738,87.835776,-1.227591,0.001592,-0.000033,0.001626
6001,4200.000000,14.978545,87.835113,-1.227591,0.001589,-0.000033,0.001656
6001,4220.000000,15.010298,87.834450,-1.227591,0.001586,-0.000033,0.001686
6001,4240.000000,15.041999,87.833786,-1.227590,0.001584,-0.000033,0.001715
6001,4260.000000,15.073648,87.833123,-1.227590,0.001581,-0.000033,0.001745
6001,4280.000000,15.105247,87.832458,-1.227590,0.001579,-0.000033,0.001773
6001,4300.000000,15.136795,87.831794,-1.227590,0.001576,-0.000033,0.001802
6001,4320.000000,15.168295,87.831129,-1.227589,0.001574,-0.000033,0.001830
6001,4340.000000,15.199747,87.830464,-1.227589,0.001571,-0.000033,0.001858
6001,4360.000000,15.231151,87.829798,-1.227589,0.001569,-0.000033,0.001885
6001,4380.000000,15.262509,87.829132,-1.227588,0.001567,-0.000033,0.001912
6001,4400.000000,15.293821,87.828465,-1.227588,0.001564,-0.000033,0.001939
6001,4420.000000,15.325088,87.827798,-1.227588,0.001562,-0.000033,0.001965
6001,4440.000000,15.356311,87.827131,-1.227588,0.001560,-0.000033,0.001991
6001,4460.000000,15.387489,87.826463,-1.227587,0.001558,-0.000033,0.002016
6001,4480.000000,15.418625,87.825795,-1.227587,0.001556,-0.000033,0.002041
6001,4500.000000,15.449717,87.825126,-1.227587,0.001554,-0.000033,0.002065
6001,4520.000000,15.480767,87.824457,-1.227587,0.001551,-0.000033,0.002089
6001,4540.000000,15.511775,87.823788,-1.227586,0.001549,-0.000033,0.002112
6001,4560.000000,15.542741,87.823118,-1.227586,0.001547,-0.000034,0.002135
6001,4580.000000,15.573667,87.822447,-1.227586,0.001545,-0.000034,0.002158
6001,4600.000000,15.604552,87.821776,-1.227586,0.001543,-0.000034,0.002180
6001,4620.000000,15.635397,87.821105,-1.227586,0.001541,-0.000034,0.002201
6001,4640.000000,15.666201,87.820433,-1.227585,0.001539,-0.000034,0.002223
6001,4660.000000,15.696967,87.819761,-1.227585,0.001537,-0.000034,0.002243
6001,4680.000000,15.727693,87.819088,-1.227585,0.001535,-0.000034,0.002264
6001,4700.000000,15.758380,87.818415,-1.227585,0.001533,-0.000034,0.002284
6001,4720.000000,15.789028,87.817741,-1.227585,0.001531,-0.000034,0.002304
6001,4740.000000,15.819638,87.817067,-1.227584,0.001530,-0.000034,0.002323
6001,4760.000000,15.850209,87.816392,-1.227584,0.001528,-0.000034,0.002342
6001,4780.000000,15.880743,87.815717,-1.227584,0.001526,-0.000034,0.002360
6001,4800.000000,15.911239,87.815041,-1.227584,0.001524,-0.000034,0.002379
6001,4820.000000,15.941698,87.814365,-1.227584,0.001522,-0.000034,0.002396
6001,4840.000000,15.972120,87.813689,-1.227583,0.001520,-0.000034,0.002414
6001,4860.000000,16.002501,87.813012,-1.227583,0.001516,-0.000034,0.002438
6001,4880.000000,16.032787,87.812336,-1.227583,0.001513,-0.000034,0.002489
6001,4900.000000,16.063043,87.811659,-1.227582,0.001512,-0.000034,0.002525
6001,4920.000000,16.093269,87.810982,-1.227582,0.001511,-0.000034,0.002554
6001,4940.000000,16.123465,87.810304,-1.227582,0.001509,-0.000034,0.002580
6001,4960.000000,16.153628,87.809626,-1.227582,0.001507,-0.000034,0.002604
6001,4980.000000,16.183760,87.808947,-1.227581,0.001506,-0.000034,0.002625
6001,5000.000000,16.213858,87.808267,-1.227581,0.001504,-0.000034,0.002646
6001,5020.000000,16.243924,87.807587,-1.227581,0.001502,-0.000034,0.002665
6001,5040.000000,16.273955,87.806907,-1.227581,0.001501,-0.000034,0.002684
6001,5060.000000,16.303953,87.806226,-1.227581,0.001499,-0.000034,0.002702
6001,5080.000000,16.333917,87.805544,-1.227580,0.001497,-0.000034,0.002719
6001,5100.000000,16.363848,87.804862,-1.227580,0.001496,-0.000034,0.002736
6001,5120.000000,16.393744,87.804179,-1.227580,0.001494,-0.000034,0.002752
6001,5140.000000,16.423606,87.803496,-1.227580,0.001492,-0.000034,0.002768
6001,5160.000000,16.453435,87.802813,-1.227580,0.001491,-0.000034,0.002783
6001,5180.000000,16.483230,87.802129,-1.227580,0.001489,-0.000034,0.002798
6001,5200.000000,16.512991,87.801444,-1.227579,0.001487,-0.000034,0.002813
6001,5220.000000,16.541736,87.800778,-1.227591,0.001415,-0.000033,0.001688
6001,5240.000000,16.570167,87.800120,-1.227595,0.001426,-0.000033,0.001223
6001,5260.000000,16.598753,87.799458,-1.227598,0.001432,-0.000033,0.000990
6001,5280.000000,16.627431,87.798794,-1.227599,0.001435,-0.000033,0.000866
6001,5300.000000,16.656160,87.798127,-1.227600,0.001437,-0.000033,0.000796
6001,5320.000000,16.684914,87.797459,-1.227600,0.001438,-0.000033,0.000755
6001,5340.000000,16.713670,87.796789,-1.227600,0.001438,-0.000033,0.000730
6001,5360.000000,16.742416,87.796119,-1.227600,0.001437,-0.000034,0.000711
6001,5380.000000,16.771143,87.795448,-1.227601,0.001436,-0.000034,0.000698
6001,5400.000000,16.799843,87.794776,-1.227601,0.001434,-0.000034,0.000686
6001,5420.000000,16.828514,87.794104,-1.227601,0.001433,-0.000034,0.000675
6001,5440.000000,16.857151,87.793431,-1.227601,0.001431,-0.000034,0.000665
6001,5460.000000,16.885755,87.792759,-1.227601,0.001429,-0.000034,0.000655
6001,5480.000000,16.914322,87.792086,-1.227601,0.001427,-0.000034,0.000646
6001,5500.000000,16.942853,87.791412,-1.227601,0.001426,-0.000034,0.000636
6001,5520.000000,16.971347,87.790739,-1.227601,0.001424,-0.000034,0.000627
6001,5540.000000,16.999803,87.790065,-1.227601,0.001422,-0.000034,0.000618
6001,5560.000000,17.028222,87.789391,-1.227601,0.001420,-0.000034,0.000610
6001,5580.000000,17.056592,87.788716,-1.227602,0.001415,-0.000034,0.000577
6001,5600.000000,17.084857,87.788044,-1.227603,0.001412,-0.000034,0.000501
6001,5620.000000,17.113081,87.787371,-1.227603,0.001410,-0.000034,0.000452
6001,5640.000000,17.141271,87.786698,-1.227603,0.001409,-0.000034,0.000417
6001,5660.000000,17.169429,87.786025,-1.227604,0.001407,-0.000034,0.000390
6001,5680.000000,17.197554,87.785351,-1.227604,0.001405,-0.000034,0.000368
6001,5700.000000,17.225647,87.784677,-1.227604,0.001404,-0.000034,0.000350
6001,5720.000000,17.253707,87.784003,-1.227604,0.001402,-0.000034,0.000335
6001,5740.000000,17.281732,87.783328,-1.227604,0.001400,-0.000034,0.000321
6001,5760.000000,17.309723,87.782653,-1.227604,0.001399,-0.000034,0.000309
6001,5780.000000,17.337678,87.781978,-1.227605,0.001397,-0.000034,0.000298
6001,5800.000000,17.365598,87.781303,-1.227605,0.001395,-0.000034,0.000289
6001,5820.000000,17.393483,87.780627,-1.227605,0.001393,-0.000034,0.000280
6001,5840.000000,17.421333,87.779951,-1.227605,0.001392,-0.000034,0.000272
6001,5860.000000,17.449146,87.779275,-1.227605,0.001390,-0.000034,0.000265
6001,5880.000000,17.476924,87.778599,-1.227605,0.001388,-0.000034,0.000259
6001,5900.000000,17.504667,87.777922,-1.227605,0.001386,-0.000034,0.000253
6001,5920.000000,17.532373,87.777246,-1.227605,0.001384,-0.000034,0.000247
6001,5940.000000,17.560044,87.776569,-1.227605,0.001383,-0.000034,0.000243
6001,5960.000000,17.582881,87.776022,-1.227599,0.001091,-0.000026,0.000849
6001,5980.000000,17.605584,87.775469,-1.227598,0.001168,-0.000029,0.000928
6001,6000.000000,17.629357,87.774888,-1.227598,0.001206,-0.000030,0.000942
6001,6020.000000,17.653713,87.774290,-1.227598,0.001228,-0.000030,0.000939
6001,6040.000000,17.678437,87.773682,-1.227598,0.001243,-0.000031,0.000934
6001,6060.000000,17.703410,87.773067,-1.227598,0.001254,-0.000031,0.000930
6001,6080.000000,17.728558,87.772447,-1.227598,0.001261,-0.000031,0.000928
6001,6100.000000,17.753833,87.771822,-1.227598,0.001266,-0.000031,0.000928
6001,6120.000000,17.779202,87.771195,-1.227598,0.001270,-0.000031,0.000929
6001,6140.000000,17.804641,87.770564,-1.227598,0.001273,-0.000032,0.000930
6001,6160.000000,17.830132,87.769931,-1.227598,0.001276,-0.000032,0.000932
6001,6180.000000,17.855664,87.769296,-1.227598,0.001277,-0.000032,0.000933
6001,6200.000000,17.881224,87.768660,-1.227598,0.001279,-0.000032,0.000934
6001,6220.000000,17.906806,87.768022,-1.227598,0.001280,-0.000032,0.000935
6001,6240.000000,17.932403,87.767382,-1.227598,0.001280,-0.000032,0.000936
6001,6260.000000,17.958009,87.766742,-1.227598,0.001280,-0.000032,0.000936
6001,6280.000000,17.983620,87.766100,-1.227598,0.001281,-0.000032,0.000937
6001,6300.000000,18.009232,87.765458,-1.227598,0.001281,-0.000032,0.000936
6001,6320.000000,18.034843,87.764815,-1.227598,0.001280,-0.000032,0.000936
6001,6340.000000,18.060449,87.764170,-1.227598,0.001280,-0.000032,0.000936
6001,6360.000000,18.086047,87.763525,-1.227598,0.001280,-0.000032,0.000935
6001,6380.000000,18.111638,87.762880,-1.227598,0.001279,-0.000032,0.000934
6001,6400.000000,18.137217,87.762233,-1.227598,0.001279,-0.000032,0.000933
6001,6420.000000,18.162784,87.761586,-1.227598,0.001278,-0.000032,0.000931
6001,6440.000000,18.188338,87.760939,-1.227598,0.001277,-0.000032,0.000930
6001,6460.000000,18.213877,87.760291,-1.227598,0.001277,-0.000032,0.000928
6001,6480.000000,18.239400,87.759642,-1.227598,0.001276,-0.000032,0.000926
6001,6500.000000,18.264907,87.758993,-1.227598,0.001275,-0.000032,0.000924
6001,6520.000000,18.290396,87.758343,-1.227598,0.001274,-0.000032,0.000922
6001,6540.000000,18.315866,87.757693,-1.227598,0.001273,-0.000033,0.000919
6001,6560.000000,18.341317,87.757043,-1.227598,0.001272,-0.000033,0.000917
6001,6580.000000,18.366749,87.756392,-1.227598,0.001271,-0.000033,0.000914
6001,6600.000000,18.392160,87.755741,-1.227598,0.001270,-0.000033,0.000911
6001,6620.000000,18.417551,87.755089,-1.227598,0.001269,-0.000033,0.000908
6001,6640.000000,18.442920,87.754437,-1.227599,0.001268,-0.000033,0.000905
6001,6660.000000,18.468268,87.753785,-1.227599,0.001267,-0.000033,0.000902
6001,6680.000000,18.493593,87.753132,-1.227599,0.001266,-0.000033,0.000898
6001,6700.000000,18.518897,87.752479,-1.227599,0.001265,-0.000033,0.000895
6001,6720.000000,18.544177,87.751826,-1.227599,0.001263,-0.000033,0.000891
6001,6740.000000,18.569434,87.751172,-1.227599,0.001262,-0.000033,0.000887
6001,6760.000000,18.594668,87.750518,-1.227599,0.001261,-0.000033,0.000883
6001,6780.000000,18.619879,87.749864,-1.227599,0.001260,-0.000033,0.000879
6001,6800.000000,18.645065,87.749209,-1.227599,0.001259,-0.000033,0.000875
